Country,ParticipantName,Address,City,BIC,Status,Role,Readiness Date,Scheme Leaving Date,Scheme Options
GERMANY,Volksbank BRAWO eG,Am Muehlengraben 1,Wolfsburg,GENODEF1WOB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Breisgau Nord eG,Marktplatz 2,Emmendingen,GENODE61EMM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Breisgau-Markgräflerland eG,Max-Immelmann-Allee 15,Eschbach,GENODE61IHR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Bremen-Nord eG,Gerh.-Rohlfs-Str 29/Am Sedanplatz 1,Bremen,GENODEF1HB2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Brenztal eG,Marktstr. 35,Giengen,GENODES1RNS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Buehl eG,Friedrichstr 4,Buehl,GENODE61BHL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Butzbach eG,Weiseler Str. 48,Butzbach,GENODE51BUT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Chemnitz eG,Innere Klosterstr. 15,Chemnitz,GENODEF1CH1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Daaden eG,Lamprechtstr 52-54,Daaden,GENODE51DAA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Dammer Berge eG,Muehlenstr. 8,Damme,GENODEF1DAM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Darmsatd Mainz eG,Neubrunnenstr. 2,Mainz,MVBMDE55XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Deisslingen eG,Stauffenbergstr 43,Deisslingen,GENODES1VDL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Delbrück-Rietberg eG,Thülecke 12,Delbrück,GENODEM1RNE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Delitzsch eG,Eilenburger Str 18,Delitzsch,GENODEF1DZ1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Demmin eG,Rudolf-Breitscheid-Str. 21,Demmin,GENODEF1DM1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Dessau-Anhalt eG,Ratsgasse 1,Dessau-Rosslau,GENODEF1DS1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Dettenhausen eG,Bachstr.26,Dettenhausen,GENODES1DEH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Dortmund-Nordwest eG,Am Amtshaus 22,Dortmund,GENODEM1DNW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Dreilaendereck eG,Tumringer Strasse 237,Loerrach,VOLODE66XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Dresden-Bautzen eG,Georgenstr 6,Dresden,GENODEF1DRS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Duennwald-Holweide eG,Berliner Str 933,Koeln,GENODED1DHK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Duesseldorf Neuss eG,Koenigsallee 98a,Duesseldorf,GENODED1DNE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Düte-Ems eG,Oeseder Str. 74,Georgsmarienhuette,GENODEF1HGM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Kennedydamm 10,Hildesheim,GENODEF1PAT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Burgstrasse 1,Adelebsen,GENODEF1ADE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Am Herzogtore 12,Wolfenbuettel,GENODEF1WFV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Jacobsonstr. 26,Seesen,GENODEF1SES,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Tabbenstrasse 20,Loeningen,GENODEF1LOG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Kirchstrasse 10,Friesoythe,GENODEF1FOY,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Marktstrasse 1-5,Osterholz-Scharmbeck,GENODEF1OHZ,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Landungsplatz 11,ueberlingen,GENODE61UBE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Lutherplatz 3,Konstanz,GENODE61RAD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Goepenstr 35,Sangerhausen,GENODEF1SGH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Friedrich-Ebert-Str 45,Koethen,GENODEF1KOE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG,Ernst-Thaelmann-Str. 20,Gardelegen,GENODEF1GA1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG (ex Volksbank Grebenhain eG),Hauptstr 39,Grebenhain,GENODE51GRC,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG - Die Gestalterbank,Okenstr. 7,Offenburg,GENODE61OG1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG Bad Laer-Borgloh-Hilter-Melle,Bielefelder Str 16,Hilter,GENODEF1HTR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG Emstek Essen Cappeln,Am Markt 1,Cappeln,GENODEF1ESO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG Fredenbeck-Oldendorf,Hauptstr 5,Fredenbeck,GENODEF1FRB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG Gera.Jena.Rudolstadt,Johannisplatz 7,Jena,GENODEF1RUJ,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG im Kreis Freudenstadt,Lossburger Str. 23,Freudenstadt,GENODES1FDS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eg Lohne-Dinklage-Steinfeld-Mühlen eG,Marktstrasse 36,Lohne,GENODEF1LON,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG Oldenburg-Land Delmenhorst,Westerstr. 4,Wildeshausen,GENODEF1WDH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG Südheide-Isenhagener Land-Altmark,Herzog-Ernst-Ring 49,Celle,GENODEF1HMN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank eG Westrhauderfehn,Untenende 2,Rhauderfehn,GENODEF1WRH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Eisenberg eG,Martin-Luther-Strasse 2,Eisenberg,GENODEF1ESN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Elsen-Wewer-Borchen eG,Von-Ketteler-Str. 61,Paderborn,GENODEM1EWB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Emmerich-Rees eG,Raiffeisenplatz 1,Emmerich am Rhein,GENODED1EMR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Emstal eG,Hauptstr 19,Lathen,GENODEF1LTH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Enniger-Ostenfelde-Westkirchen eG,Mauritiusstr 6,Ennigerloh,GENODEM1EOW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Erft eG,Gladbacher Str 78,Elsdorf,GENODED1ERE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VOLKSBANK ERMSTAL-ALB EG,Hindenburgstrasse 52,Metzingen,GENODES1MTZ,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Ettlingen eG,Wilhelmstr 5-7,Ettlingen,GENODE61ETT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Euskirchen eG,Bahnhofstr 7,Euskirchen,GENODED1EVB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Eutin Raiffeisenbank eG,Koenigstr 11,Eutin,GENODEF1EUT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Feldatal eG,Schulstr. 10,Feldatal,GENODE51FEL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Filder eG,Wielandstrasse 22,Filderstadt,GENODES1NHB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Flein-Talheim eG,Heilbronner Str 16,Flein,GENODES1VFT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Franken eG,Wallduerner Strasse 17,Buchen,GENODE61BUC,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Freiburg eG,Bismarckallee 10,Freiburg,GENODE61FR1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Gebhardshain eG,Kirchplatz 4,Gebhardshain,GENODED1GBS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Geest eG,Buxtehuder Str 5,Apensen,GENODEF1APE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Geeste-Nord eG,Leher Str. 56,Schiffdorf,GENODEF1BRV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Gescher eG,Marktplatz 5,Gescher,GENODEM1GE1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Glan-Muenchweiler eG,Bahnhofstr. 2a,Glan-Muenchweiler,GENODE61GLM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Goeppingen eG,Poststr 4,Goeppingen,GENODES1VGP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Gronau-Ahaus eG,Neustr 42-46,Gronau,GENODEM1GRN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Halle (Saale) eG,Wilhelm-Kuelz-Str. 2-3,Halle,GENODEF1HAL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Halle/Westfalen eG,Lange Str. 45-47,Halle,GENODEM1HLW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Hameln-Stadthagen eG,Osterstr 44,Hameln,GENODEF1HMP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Hamm-Sieg eG,Lindenallee 10,Hamm,GENODE51HAM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Haseluenne eG,Hasestr. 5-7,Haseluenne,GENODEF1HLN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Heiden eG,Bahnhofstr 4A,Heiden,GENODEM1HEI,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Heimbach eG,Hengebachstr. 78,Heimbach,GENODED1HMB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Heinsberg eG,Siemensstr. 5,Heinsberg,GENODED1HRB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Hellweg eG,Westenhellweg 1,Soest,GENODEM1SOE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Heuchelheim eG,Jahnstr 4-8,Heuchelheim,GENODE51HHE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Hochrhein eG,Bismarckstr. 29,Waldshut-Tiengen,GENODE61WT1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Hohenlimburg eG,Gruenrockstr. 5,Hagen,GENODEM1HLH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Hohenlohe eG,Bahnhofstr 15,oehringen,GENODES1VHL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VOLKSBANK HOHENZOLLERN-BALINGEN EG,Friedrichstr. 72,Balingen,GENODES1VHZ,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank im Bergischen Land eG,Tenter Weg 1-3,Remscheid,VBRSDE33XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank im Elbe-Weser-Dreieck eG,Hindenburgstr 6 - 10,Beverstedt,GENODEF1BEV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank im Harz eG,Soesepromenade 12-14,Osterode am Harz,GENODEF1OHA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank im Hochsauerland eG,Hauptstr 55,Eslohe,GENODEM1MAS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank im Münsterland eG,Neubrückenstraße 66,Muenster,GENODEM1IBB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank im Wesertal eG,Osterstr. 11,Coppenbruegge,GENODEF1COP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Immenstadt eG,Rothenfelsstr. 9-11,Immenstadt,GENODEF1IMV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank in der Hohen Mark eG,Hauptstraße 13,Reken,GENODEM1DLR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank in der Region eG,Herrenberger Str. 1-5,Tübingen,GENODES1VBH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank in Ostwestfalen eG,Kesselbrink 1,Bielefeldt,GENODEM1GTL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank in Schaumburg und Nienburg eG,Klosterstr. 30,Rinteln,GENODEF1BCK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank in Südwestfalen eG,Berliner Str. 39,Siegen,GENODEM1NRD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Jerichower Land eG,Rolandplatz 1,Burg,GENODEF1BRG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Jever eG,Schlossplatz 3,Jever,GENODEF1JEV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kaiserslautern eG,Kanalstr 4,Kaiserslautern,GENODE61KL1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kassel Göttingen eG,Rudolf-Schwander-Str. 1,Kassel,GENODE51KS1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kempen-Grefrath eG,Burgstr 8,Kempen,GENODED1KMP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kierspe eG,Friedrich-Ebert-Str 257/259,Kierspe,GENODEM1KIE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kirnau-Krautheim eG,Hauptstr 24,Rosenberg,GENODE61RNG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Klettgau-Wutoeschingen eG,Hauptstr. 8,Wutoeschingen,GENODE61WUT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kleverland eG,Minoritenstr. 2,Kleve,GENODED1KLL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Köln Bonn eG,Heinemannstrasse 15,Bonn,GENODED1BRS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kraichgau eG,Hauptstr 139,Wiesloch,GENODE61WIE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Krefeld eG,Dionysiusplatz 23,Krefeld,GENODED1HTK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Kurpfalz eG,Hauptstr. 46,Heidelberg,GENODE61WNM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Lahr eG,Schillerstr. 22,Lahr,GENODE61LAH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Langendernbach eG,Mainzer Strasse 28,Dornburg,GENODE51LDD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Lastrup eG,Schulstrasse 3,Lastrup,GENODEF1LAP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Lauterbach-Schlitz eG,Bahnhofstr 19,Lauterbach,GENODE51LB1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Lauterecken eG,Hauptstrasse 21,Lauterecken,GENODE61LEK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Leonberg-Strohgäu eG,Roemerstr 109,Leonberg,GENODES1LEO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Limbach eG,Ringstr. 5,Limbach,GENODE61LMB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Lindenberg eG,Kreuzhofstr 2,Lindenberg,GENODEF1LIA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Loebau-Zittau eG,Hauptstr 8-10,Neugersdorf,GENODEF1NGS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Luebeck eG,Klingenberg 1 - 5,Luebeck,GENODEF1HLU,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Lueneburger Heide eG,Rathausstrasse 52,Winsen,GENODEF1NBU,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Magdeburg eG,Breiter Weg 212,Magdeburg,GENODEF1MD1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Mainspitze eG,Rudolf-Diesel-Str 13,Ginsheim-Gustavsburg,GENODE51GIN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Marl-Recklinghausen eG,Victoriastr. 1-5,Marl,GENODEM1MRL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Mittelhessen eG,Schiffenberger Weg 110,Giessen,VBMHDE5FXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Mittlerer Neckar eG,Fabrikstr. 5,Esslingen,GENODES1NUE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Mittlerer Schwarzwald eG,Vorstadtstr. 52,Wolfach,GENODE61KZT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Mittleres Erzgebirge eG,Zoeblitzer Str 2,Olbernhau,GENODEF1MBG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Mittweida eG,Markt 25,Mittweida,GENODEF1MIW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Moeckmuehl eG,Seckachtorgasse 11,Moeckmuehl,GENODES1VMN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Moenchengladbach eG,Senefelderstr. 25,Moenchengladbach,GENODED1MRB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Münsingen eG,Karlstr 10,Muensingen,GENODES1MUN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Neckartal eG,Bahnhofstr. 36a,Eberbach,GENODE61NGD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Niedergrafschaft eG,Neuenhauser Strasse 15,Uelsen,GENODEF1HOO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Niederrhein eG,Lindenallee 11-15,Alpen,GENODED1NRH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Niedersachsen-Mitte eG,Lange Strasse 74,Hoya,GENODEF1SUL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Nordharz eG,Rosentorstr 25,Goslar,GENODEF1VNH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Nordhuemmling eG,Hauptstr. 1-3,Boerger,GENODEF1BOG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Nordschwarzwald eG,Hauptstrasse 2,Pfalzgrafenweiler,GENODES1PGW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Nottuln eG,Hanhoff 1,Nottuln,GENODEM1CNO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Ober-Moerlen eG,Frankfurter Str 16-20,Ober-Moerlen,GENODE51OBM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Oberberg eG,Bahnhofstr 3,Wiehl,GENODED1WIL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Ochtrup-Laer eG,Bergstr 6,Ochtrup,GENODEM1OTR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Olpe-Wenden-Drolshagen eG,Frankfurter Strasse 22,Olpe,GENODEM1WDD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Ostlippe eG,Kurzer Steinweg 10-14,Blomberg,GENODEM1OLB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Oyten eG,Hauptstr 84,Oyten,GENODEF1OYT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Pfullendorf eG,Heiligenberger Str. 24,Pfullendorf,GENODE61PFD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Pirna eG,Gartenstr 36,Pirna,GENODEF1PR2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Plochingen eG,Am Fischbrunnen 8,Plochingen,GENODES1VBP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank PLUS eG,Bahnhofstr. 3,Luebbecke,GENODEM1LUB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank pur eG,Ludwig-Erhard-Allee 1,Karlsruhe,GENODE61KA1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raesfeld und Erle e.G.,Kluemperstr 11,Raesfeld,GENODEM1RAE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank AmmerGäu eG,Gäustr 5,Rottenburg-Ergenzingen,GENODES1AMM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Bad Kissingen eG,Muenchner Str. 2,Bad Kissingen,GENODEF1BRK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Bayern Mitte eG,Ludwigstr 34,Ingolstadt,GENODEF1INP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Dachau eG,Augsburger Str 33-35,Dachau,GENODEF1DCA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank eG,Breite Strasse 7,Itzehoe,GENODEF1HH4,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Fuerstenfeldbruck eG,Dachauer Strasse 10,Fuerstenfeldbruck,GENODEF1FFB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Meissen Grossenhain eG,Hahnemannsplatz 21,Meissen,GENODEF1MEI,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Niederschlesien eG,Elisabethstr 42/43,Goerlitz,GENODEF1GR1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Nordoberpfalz eG,Woerthstr. 14,Weiden,GENODEF1WEV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Oberbayern Suedost eG,Muenchner Allee 2,Bad Reichenhall,GENODEF1BGL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Regensburg-Schwandorf eG,Pfauengasse 1,Regensburg,GENODEF1R01,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Starnberg-Herrsching-Landsberg eG,Bahnhofplatz 4,Herrsching,GENODEF1STH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Raiffeisenbank Wuerzburg eG,Theaterstr 28,Wuerzburg,GENODEF1WU1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rathenow eG,Wilhelm-Kuelz-Str. 14,Rathenow,GENODEF1RN1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Remseck eG,Neckarstr. 15,Remseck,GENODES1REM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rhede eG,Gildekamp 3,Rhede,GENODEM1RHD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rhein-Erft-Köln eG,Brabanter Platz,Huerth,GENODED1FHH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rhein-Lahn-Limburg eG,Ernst-Scheuern-Platz 1,Diez,GENODE51DIE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rhein-Lippe eG,Grosser Markt 1,Wesel,GENODED1RLW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rhein-Nahe-Hunsrueck eG,Salinenstr 42,Bad Kreuznach,GENODE51KRE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rhein-Ruhr eG,Duesseldorfer Str 11-13,Duisburg,GENODED1VRR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank RheinAhrEifel eG,Rizzastraße 34,Koblenz,GENODED1BNA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rheinboellen eG,Bahnhofstr 15,Rheinboellen,GENODED1RBO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Riesa eG,Hauptstr 87,Riesa,GENODEF1RIE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rot eG,Hauptstr 84,St Leon-Rot,GENODE61LRO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Rottweil eG,Hochbruecktorstr. 27,Rottweil,GENODES1VRW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Ruhr Mitte eG,Goldbergplatz 2-4,Gelsenkirchen,GENODEM1GBU,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Sandhofen eG,Sandhofer Str. 313-315,Mannheim,GENODE61MA3,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Sauerland eG,Oststr. 19-23,Schmallenberg,GENODEM1SMA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Schermbeck eG,Mittelstr 54,Schermbeck,GENODEM1SMB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Schlangen eG,Ortsmitte 4,Schlangen,GENODEM1SLN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Schupbach eG,Burggraben 4,Beselich,GENODE51SBH,Pending EDS registration,Requesting PSP;Responding PSP,,,
