Country,ParticipantName,Address,City,BIC,Status,Role,Readiness Date,Scheme Leaving Date,Scheme Options
GERMANY,Volksbank Schwanewede eG,Heidkamp 10,Schwanewede,GENODEF1SWW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Schwarzwald-Donau-Neckar eG,Am Seltenbach 15,Tuttlingen,GENODES1TUT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Seligenstadt eG,Bahnhofstr. 24,Seligenstadt,GENODE51SEL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Selm-Bork eG,Kreisstr 38,Selm,GENODEM1SEM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Senden eG,Eintrachtstrasse 5,Senden,GENODEM1SDN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Solling eG,Vor dem Tore 10,Hardegsen,GENODEF1HDG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Spree-Neisse eG,Gubener Strasse 1,Forst,GENODEF1SPM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Sprockhoevel eG,Muehlenstr 2a,Sprockhoevel,GENODEM1SPO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Stade-Cuxhaven eG,Pferdemarkt 1a,Stade,GENODEF1SDE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Staufen eG,Hauptstr. 59,Staufen,GENODE61STF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Stendal eG,Birkenhagen 12-14,Stendal,GENODEF1SDL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Stoermede-Hoerste eG,Kirchstr 6a,Geseke,GENODEM1SGE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Stuttgart eG,Daimlerstr. 129,Stuttgart,VOBADESSXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Sued-Emsland eG,Hauptstr 54,Spelle,GENODEF1SPL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Suedkirchen-Capelle-Nordkirchen eG,Luedinghauser Str. 3,Nordkirchen,GENODEM1SCN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Sulmtal eG,Marktstr 15,Obersulm,GENODES1VOS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Thüringen Mitte eG,Meister-Eckehart-Str. 3,Erfurt,GENODEF1SHL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Trier Eifel eG,Herzogenbuscher Straße 16 - 18,Trier,GENODED1BIT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Trossingen eG,Hauptstr 2,Trossingen,GENODES1TRO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank ueberherrn eG,Differter Str. 17,ueberherrn,GENODE51UBH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Uelzen-Salzwedel eG,Gudesstr 25,Uelzen,GENODEF1EUB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Ulm-Biberach eG,Frauenstrasse 60,Ulm,ULMVDE66XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Ulrichstein eG,Ludwigstr. 24,Ulrichstein,GENODE51ULR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Vechta eG,Falkenrotter Strasse 17,Vechta,GENODEF1VEC,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Versmold eG,Muensterstr. 20,Versmold,GENODEM1VMD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Viersen eG,Neumarkt 6-6a,Viersen,GENODED1VSN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Visbek eG,Hauptstrasse 22,Visbek,GENODEF1VIS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Vogtland-Saale-Orla eG,Joessnitzer Str 5,Plauen,GENODEF1PL1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Vorpommern eG,Moenchstr. 24,Stralsund,GENODEF1HST,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Weschnitztal eG,Rathausstr. 20,Rimbach,GENODE51FHO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Westenholz eG,Zum Kolpinghaus 1,Delbrueck,GENODEM1WDE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Westerstede eG,Peterstr 19,Westerstede,GENODEF1WRE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Westmünsterland eG,Kupferstr. 28,Coesfeld,GENODEM1BOB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Wilhelmshaven eG,Virchowstr. 23,Wilhelmshaven,GENODEF1WHV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Winsener Marsch eG,Elbuferstr 117,Marschacht,GENODEF1WIM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Wissmar eG,Schulstr 38,Wettenberg,GENODE51WWI,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Wittenberg eG,Collegienstr 12/13,Lutherstadt Wittenberg,GENODEF1WB1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Wittgenstein eG,Poststr 30a,Bad Berleburg,GENODEM1BB1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Worpswede eG,Hembergstrasse 24,Worpswede,GENODEF1WOP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Zuffenhausen eG,Unterlaender Str 58,Stuttgart,GENODES1ZUF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank Zwickau eG,Bahnhofstrasse 1 A,Zwickau,GENODEF1Z01,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volksbank-Raiffeisenbank Glauchau eG,Quergasse 1,Glauchau,GENODEF1GC1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Volkswagen Bank GmbH,Gifhorner Strasse 57,Braunschweig,VOWADE2BXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
GERMANY,VR Bank Amberg-Sulzbach eG,Neustadt 17,Sulzbach-Rosenberg,GENODEF1AMV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Augsburg-Ostallgäu eG,Schiessgrabenstr. 10,Augsburg,GENODEF1AUB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Bad Orb-Gelnhausen eG,Philipp-Reis-Str. 7,Gelnhausen,GENODE51GEL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Bamberg-Forchheim eG Volks- Raiffeisenbank,Willy-Lessing-Str. 2,Bamberg,GENODEF1FOH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Bayreuth-Hof eG,Hohenzollernring 31,Bayreuth,GENODEF1HO1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Donau-Oberschwaben eG,Hauptstrasse 91,Bad Saulgau,GENODES1SLG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Dreieich-Offenbach eG,Offenbacher Str. 2,Dreieich,GENODE51DRE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank eG,Lindenstr. 5,Monheim am Rhein,GENODED1NLD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank eG,Bachstr 38,Alsheim,GENODE51AHM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank eG Bergisch Gladbach-Leverkusen,Hauptstr. 186,Bergisch Gladbach,GENODED1PAF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank eG Heuberg-Winterlingen,Ebinger Str. 33,Meßstetten,GENODES1WLB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Fulda eG,Bahnhofstr 1,Fulda,GENODE51FUL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Heilbronn Schwäbisch Hall eG,Dietrich-Bonhoeffer-Platz 1,Schwäbisch Hall,GENODES1SHA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank HessenLand eG,Marburger Str. 6-10,Alsfeld,GENODE51ALS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Ihre Heimatbank eG,Schillerstr 16,Eisenach,GENODEF1ESA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank im südlichen Franken eG,Luitpoldstr. 13,Weißenburg,GENODEF1DKV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank in Holstein eG,Bismarckstr 11-13,Pinneberg,GENODEF1PIN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank in Thüringen eG,Obermarkt 17,Muehlhausen,GENODEF1MU2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Kempten-Oberallgäu eG,Bahnhofstraße 20,Kempten (Allgäu),GENODEF1SFO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Kitzingen eG,Luitpoldstrasse 14,Kitzingen,GENODEF1KT1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Lahn-Dill eG,Hauptstrasse 65,Dillenburg,GENODE51BIK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Lausitz eG,Sandower Str. 6-10,Cottbus,GENODEF1FWA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Main-Kinzig-Buedingen eG,Bahnhofstr. 16,Buedingen,GENODEF1LSR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Mecklenburg eG,Buchbinderstr. 19,Rostock,GENODEF1GUE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Metropolregion Nürnberg eG,Bahnhofstrasse 2,Neustadt,GENODEF1NEA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Mittelhaardt eG,Schlossplatz 3a,Bad Duerkheim,GENODE61DUW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Mittlere Oberpfalz eG,Schwaigerstr. 3,Schwandorf,GENODEF1SWD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Muenchen Land eG,Bahnhofstr 24,Deisenhofen,GENODEF1OHC,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Neuburg-Rain eG,Luitpoldstrasse 70,Neuburg a.d.Donau,GENODEF1ND2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Niederbayern-Oberpfalz eG,Luitpoldstr 20,Regensburg,GENODEF1P18,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Nord eG,Friedrich-Ebert-Straße 9,Flensburg,GENODEF1BDS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Oberfranken Mitte eG,Holzmarkt 5,Kulmbach,GENODEF1KU1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Rhein-Neckar eG,Augustaanlage 61,Mannheim,GENODE61MA2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Ried-Überwald eG,Nibelungenstr 57,Buerstadt,GENODE51RBU,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Schleswig-Mittelholstein eG,Werner-von-Siemens-Straße 44-48,Osterrönfeld,GENODEF1SLW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Schwäbischer Wald eG,Gottlob-Bauknecht-Platz 5,Welzheim,GENODES1WEL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Südliche Weinstraße-Wasgau eG,Kurtalstr 2,Bad Bergzabern,GENODE61BZA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Suedpfalz eG,Waffenstrasse 15,Landau,GENODE61SUW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Weimar eG,Dingelstedtstr 2,Weimar,GENODEF1WE1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Westfalen-Lippe eG,Hafenplatz 2,Muenster,GENODEF1P15,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank Westküste eG,Norderstr 18-20,Husum,GENODEF1HUM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR Bank zwischen den Meeren eG,Großflecken 56-60,Neumuenster,GENODEF1NSH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR PartnerBank eG Chattengau-Schwalm-Eder,Rotenburger Strasse 11,Melsungen,GENODEF1HRV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR PLUS Altmark-Wendland eG,Amtsweg 4,Lüchow,GENODEF1WOT,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR SüdBank eG,Inselgraben 2,Lindau,GENODEF1LBB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Alb-Blau-Donau eG,Bahnhofstr 15,Ehingen,GENODES1REH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Altenburger Land eG,Altenburger Str 13,Schmoelln,GENODEF1SLR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Bad Hersfeld-Rotenburg eG,Dudenstr 8,Bad Hersfeld,GENODE51BHE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Bad Salzungen Schmalkalden eG,Pestalozzistr 15,Bad Salzungen,GENODEF1SAL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Bonn Rhein-Sieg eG,Europaplatz 10-12,Siegburg,GENODED1RST,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Coburg eG,Mohrenstr 7a,Coburg,GENODEF1COS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-BANK DONAU-MINDEL EG,Kapuzinerstr. 25,Dillingen,GENODEF1GZ2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank eG,Kaiserstr 75-79,Wuerselen,GENODED1WUR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank eG Magstadt-Weissach,Alte Stuttgarter Str. 4,Magstadt,GENODES1MAG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank eG Osnabrücker Nordland,Große Straße 31/33,Fürstenau,GENODEF1NOP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Ehningen-Nufringen eG,Koenigstrasse 32,Ehningen,GENODES1EHN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Ellwangen eG,Karlstr. 4,Ellwangen,GENODES1ELL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Erding eG,Zollnerstrasse 4,Erding,GENODEF1ISE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Fichtelgebirge-Frankenwald eG,Kraussoldstr 6,Marktredwitz,GENODEF1MAK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Fläming-Elsterland eG,Baruther Str. 23,Luckenwalde,GENODEF1LUK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Freudenberg-Niederfischbach eG,Bahnhofstr. 27,Freudenberg,GENODEM1FRF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Handels- und Gewerbebank eG,Augsburger Strasse 10,Gersthofen,GENODEF1MTG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank in Mittelbaden eG,Huegelsheimer Str. 6,Iffezheim,GENODE61IFF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank in Südoldenburg eG,Sevelter Str 10-14,Cloppenburg,GENODEF1CLP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank in Suedniedersachsen eG,Neue Str. 14/16,Holzminden,GENODEF1DRA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Isar-Vils eG,Stadtplatz 8,Vilsbiburg,GENODEF1VBV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-BANK ISMANING HALLBERGMOOS NEUFAHRN EG,Bahnhofstr. 3,Ismaning,GENODEF1ISV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Landau-Mengkofen eG,Marienplatz 1,Landau a. d. Isar,GENODEF1LND,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Landsberg-Ammersee eG,Ludwigstr 162,Landsberg,GENODEF1DSS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Landshut eG,Ingolstaedter Str. 2,Landshut,GENODEF1LH1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Lichtenfels-Ebern eG,Marktplatz 34-36,Lichtenfels,GENODEF1LIF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Ludwigsburg eG,Schwieberdinger Str. 25,Ludwigsburg,GENODES1VBB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Main-Rhön eG,Felix-Wankel-Str. 5,Sennfeld,GENODEF1MLV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Memmingen eG,Maximilianstr 24,Memmingen,GENODEF1MM1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Mitte eG,Westerstieg 5,Duderstadt,GENODEF1ESW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-BANK MITTELFRANKEN MITTE EG,Promenade 19-23,Ansbach,GENODEF1ANS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Mittelsachsen eG,Korngasse 7-9,Freiberg,GENODEF1DL1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Neu-Ulm eG,Ludwigstrasse 1,Neu-Ulm,GENODEF1NU1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Nordeifel eG,Am Markt 37,Schleiden,GENODED1SLE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank NordRhoen eG,Rathausberg 5,Huenfeld,GENODEF1HUE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Ostalb eG,Wilhelm-Zapf-Str 2-6,Aalen,GENODES1AAV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Ostbayern-Mitte eG,Ludwigsplatz 10,Straubing,GENODEF1SR1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Passau eG,Ludwigsplatz 1,Passau,GENODEF1PA1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Rottal-Inn eG,Bahnhofstr. 2-4,Pfarrkirchen,GENODEF1PFK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Spangenberg-Morschen eG,Jahnstr 7,Spangenberg,GENODEF1SPB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Suedwestpfalz eG Pirmasens - Zweibruecken,Alleestrasse 2,Pirmasens,GENODE61ROA,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Taufkirchen-Dorfen eG,Landshuter Str. 4,Taufkirchen/Vils,GENODEF1TAV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Uckermark-Randow eG,Friedrichstr. 2a,Prenzlau,GENODEF1PZ1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Vilshofen-Pocking eG,Indlinger Str. 4,Pocking,GENODEF1VIR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-Bank Werdenfels eG,Bahnhofstr. 43,Garmisch-Partenkirchen,GENODEF1GAP,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VR-MainBank eG,Breslauer Str 4,Gerolzhofen,GENODEF1GZH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,VZ VermoegensZentrum Bank AG,Maximiliansplatz 12,Munich,DEPDDEMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-28,,
GERMANY,Waldeck-Frankenberger Bank eG,Prof.-Bier-Str. 16-18,Korbach,GENODEF1KBW,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Wartburg Sparkasse,Karlstrasse 2-4,Eisenach,HELADEF1WAK,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,WEBERBANK AKTIENGESELLSCHAFT,"134, HOHENZOLLERNDAMM",BERLIN,WELADED1WBB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Weser-Elbe Sparkasse,Buergermeister-Smidt-Str. 24-30,Bremerhaven,BRLADE21BRS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Westend Bank AG,Wendelsweg 64,Frankfurt,MACODEB1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Westerwald Bank eG Volks- und Raiffeisenbank,Kirchstrasse 2-4,Montabaur,GENODE51WW1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Wiesbadener Volksbank eG,Schillerplatz 4,Wiesbaden,WIBADE5WXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Winterbacher Bank eG,Marktplatz 5,Winterbach,GENODES1WBB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Woori Bank Europe GmbH,Friedrich Ebert Anlage 49 - 29OG Messeturm,Frankfurt,HVBKDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-28,,
GERMANY,Yapi Kredi Bank Deutschland GmbH & Co. OHG,Neue Mainzer Strasse 75,Frankfurt am Main,FAITDE66XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
GERMANY,ZIRAAT BANK International AG,Myliusstr. 14,Frankfurt am Main,TCZBDEFFXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GREECE,AEGEAN BALTIC BANK S.A.,"91, Megalou Alexandrou and 25th Street",Maroussi,AEBAGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-08,,
GREECE,ALPHA BANK S.A.,40 Stadiou str.,Athens,CRBAGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-23,,
GREECE,BANK OF ATTICA S.A.,"23, OMIROU STREET",ATHENS,ATTIGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-08,,
GREECE,BANK OF GREECE,21 E. VENIZELOS AVENUE,ATHENS,BNGRGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-06-28,,
GREECE,"CO-OPERATIVE BANK OF KARDITSA, L.L.C.",KOLOKOTRONI & TALIADOUROU STREET 43,KARDITSA,STKAGRAXXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-08,,
GREECE,"COOPERATIVE BANK OF CHANIA, CLL",ELEVTHERIOU VENIZELOU 28-32,CHANIA,STXAGRA2XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-25,,
GREECE,COOPERATIVE BANK OF THESSALY,61-63 Kondyll street,TRIKALA,STTKGR22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-11,,
GREECE,COSMOTE PAYMENTS - ELECTRONIC MONEY SERVICES S.A.,99 Kifissias Ave.,Maroussi,CPEMGRA2XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GREECE,EUROBANK S.A.,8 Othonos str,ATHENS,ERBKGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-06-28,,
GREECE,EVERYPAY PAYMENT SERVICES SINGLE MEMBER SOCIETE ANONYME,Karneadou 25-29,Athens,EPSNGRA2XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GREECE,HELLENIC POST S.A.,1 APELLOU STREET,ATHENS,HEPOGR21XXX,Ready for operations,Responding PSP,2025-08-07,,
GREECE,INTEL EXPRESS SA PAYMENT INSTITUTION,Menandrou 57 & Vilara,Athens,IEPIGRA2XXX,Pending EDS registration,Requesting PSP;Responding PSP,2025-07-07,,
GREECE,NATIONAL BANK OF GREECE S.A.,"86, EOLOU STREET",ATHENS,ETHNGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-08,,
GREECE,Optima Bank S.A.,32 AIGIALEIAS AND PARADISSOU,MAROUSSI,IBOGGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-14,,
GREECE,Piraeus Bank Societe Anonyme,4 Amerikis str,Athens,PIRBGRAAXXX,Ready for operations,Requesting PSP;Responding PSP,2025-06-28,,
