"Country","ParticipantName","Address","City","BIC","Readiness Date","Scheme Leaving Date","Scheme Options"
"GERMANY","Sparkasse KoelnBonn","Hahnenstrasse 57","Koeln","COLSDE33XXX","2010-11-01","",""
"GERMANY","Sparkasse Kraichgau Bruchsal-Bretten-Sinsheim","Friedrichsplatz 2","Bruchsal","BRUSDE66XXX","2010-11-01","",""
"GERMANY","Sparkasse Krefeld","Ostwall 155","Krefeld","SPKRDE33XXX","2010-11-01","",""
"GERMANY","Sparkasse Kulmbach-Kronach","Fritz-Hornschuh-Str. 10","Kulmbach","BYLADEM1KUB","2010-11-01","",""
"GERMANY","Sparkasse Landsberg-Diessen","Hauptplatz 1-7","Landsberg am Lech","BYLADEM1LLD","2010-11-01","",""
"GERMANY","Sparkasse Landshut","Bischof-Sailer-Platz 431","Landshut","BYLADEM1LAH","2010-11-01","",""
"GERMANY","Sparkasse Langen-Seligenstadt","Frankfurter strasse 137","Seligenstadt","HELADEF1SLS","2010-11-01","",""
"GERMANY","Sparkasse Laubach-Hungen","August-Krieger-Str. 19","Laubach","HELADEF1LAU","2010-11-01","",""
"GERMANY","Sparkasse LeerWittmund","Muehlenstrasse 93","Leer","BRLADE21LER","2010-11-01","",""
"GERMANY","Sparkasse Lemgo","Mittelstrasse 73 - 79","Lemgo","WELADED1LEM","2010-11-01","",""
"GERMANY","Sparkasse Leverkusen","Friedrich-Ebert-Strasse 39","Leverkusen","WELADEDLLEV","2010-11-01","",""
"GERMANY","Sparkasse Loerrach-Rheinfelden","Haagener strasse 2","Loerrach","SKLODE66XXX","2010-11-01","",""
"GERMANY","Sparkasse Lueneburg","An der Muenze 4-6","Lueneburg","NOLADE21LBG","2010-11-01","",""
"GERMANY","Sparkasse Maerkisch-Oderland","Grosse Str. 2-3","Strausberg","WELADED1MOL","2010-11-01","",""
"GERMANY","Sparkasse Maerkisches Sauerland Hemer-Menden","Hauptstrasse 206","Hemer","WELADED1HEM","2010-11-01","",""
"GERMANY","Sparkasse MagdeBurg","Luebecker Str. 126","Magdeburg","NOLADE21MDG","2010-11-01","",""
"GERMANY","Sparkasse Mainfranken Würzburg","Hofstr. 7-9","Wuerzburg","BYLADEM1SWU","2010-11-01","",""
"GERMANY","Sparkasse Mansfeld-Suedharz","Markt 2-4","Lutherstadt Eisleben","NOLADE21EIL","2010-11-01","",""
"GERMANY","Sparkasse Marburg-Biedenkopf","Universitaetsstrasse 10","Marburg","HELADEF1MAR","2010-11-01","",""
"GERMANY","Sparkasse Markgraeflerland","Hauptstrasse 279","Weil am Rhein","SOLADES1MGL","2010-11-01","",""
"GERMANY","Sparkasse Mecklenburg-Nordwest","Mecklenburger Str. 9","Wismar","NOLADE21WIS","2010-11-01","",""
"GERMANY","Sparkasse Mecklenburg-Schwerin","Marienplatz 9","Schwerin","NOLADE21LWL","2010-11-01","",""
"GERMANY","Sparkasse Mecklenburg-Strelitz","Strelitzer Str. 27","Neustrelitz","NOLADE21MST","2010-11-01","",""
"GERMANY","SPARKASSE MEISSEN","Hauptstr. 70","Riesa","SOLADES1MEI","2010-11-01","",""
"GERMANY","Sparkasse Merzig-Wadern","Schankstrasse 7","Merzig","MERZDE55XXX","2010-11-01","",""
"GERMANY","Sparkasse Minden-Luebbecke","Koenigswall 2","Minden","WELADED1MIN","2010-11-01","",""
"GERMANY","Sparkasse Mittelfranken-Sued","Westring 38","Roth","BYLADEM1SRS","2010-11-01","",""
"GERMANY","Sparkasse Mittelholstein AG","Ruehlingsplatz 1","Rendsburg","NOLADE21RDB","2010-11-01","",""
"GERMANY","Sparkasse Mittelmosel - Eifel Mosel Hunsrueck","Cusanusstr. 24a","Bernkastel-Kues","MALADE51BKS","2010-11-01","",""
"GERMANY","Sparkasse Mittelsachsen","Poststr. 1a","Freiberg (Sachsen)","WELADED1FGX","2010-11-01","",""
"GERMANY","Sparkasse Mittelthueringen","Anger 25/26","Erfurt","HELADEF1WEM","2010-11-01","",""
"GERMANY","Sparkasse Mitten im Sauerland","Winziger Platz 6","Meschede","WELADED1ARN","2010-11-01","",""
"GERMANY","Sparkasse Muelheim an der Ruhr","Berliner Platz 1","Muelheim an der Ruhr","SPMHDE3EXXX","2010-11-01","",""
"GERMANY","Sparkasse Muensterland Ost","Weseler strasse 230","Muenster","WELADED1MST","2010-11-01","",""
"GERMANY","Sparkasse Muldental","strasse des Friedens 25","Grimma","SOLADES1GRM","2010-11-01","",""
"GERMANY","Sparkasse Neckartal-Odenwald","Hauptstrasse 5","Mosbach","SOLADES1MOS","2010-11-01","",""
"GERMANY","Sparkasse Neu-Ulm-Illertissen","Insel 13","Neu-Ulm","BYLADEM1NUL","2010-11-01","",""
"GERMANY","Sparkasse Neubrandenburg-Demmin","Platanenstr. 11","Neubrandenburg","NOLADE21NBS","2010-11-01","",""
"GERMANY","Sparkasse Neumarkt i.d.OPf.-Parsberg","Obere Marktstr. 52","Neumarkt","BYLADEM1NMA","2010-11-01","",""
"GERMANY","Sparkasse Neunkirchen","Hammergraben 5","Neunkirchen","SALADE51NKS","2010-11-01","",""
"GERMANY","Sparkasse Neuss","Oberstrasse 110-124","Neuss","WELADEDNXXX","2010-11-01","",""
"GERMANY","Sparkasse Neuwied","Hermannstr. 20","Neuwied","MALADE51NWD","2010-11-01","",""
"GERMANY","Sparkasse Niederbayern-Mitte","Theresienplatz 11/17","Straubing","BYLADEM1SRG","2010-11-01","",""
"GERMANY","Sparkasse Niederlausitz","Markt 2","Senftenberg","WELADED1OSL","2010-11-01","",""
"GERMANY","Sparkasse Nienburg","Goetheplatz 4","Nienburg","NOLADE21NIB","2010-11-01","",""
"GERMANY","Sparkasse Nordschwaben","Koenigstr. 36","Dillingen a.d. Donau","BYLADEM1DLG","2010-11-01","",""
"GERMANY","Sparkasse Nuernberg","Lorenzer Platz 12","Nuernberg","SSKNDE77XXX","2010-11-01","",""
"GERMANY","Sparkasse Oberhessen","Kaiserstrasse 155","Friedberg","HELADEF1FRI","2010-11-01","",""
"GERMANY","Sparkasse Oberland","Muenzstr. 36","Schongau","BYLADEM1WHM","2010-11-01","",""
"GERMANY","Sparkasse Oberlausitz-Niederschlesien","Frauenstr. 21","Zittau","WELADED1GRL","2010-11-01","",""
"GERMANY","Sparkasse Oberpfalz Nord","Sparkassenplatz 1","Weiden i.d. Opf.","BYLADEM1WEN","2010-11-01","",""
"GERMANY","Sparkasse Odenwaldkreis","Martin-Luther-strasse 53-55","Erbach","HELADEF1ERB","2010-11-01","",""
"GERMANY","Sparkasse Oder-Spree","Franz-Mehring-Str. 22","Frankfurt (Oder)","WELADED1LOS","2010-11-01","",""
"GERMANY","Sparkasse Offenburg/Ortenau","Bertha-von-Suttner-strasse 8","Offenburg","SOLADES1OFG","2010-11-01","",""
"GERMANY","Sparkasse Olpe Drolshagen Wenden","Westfaelische Strasse 9","Olpe","WELADED1OPE","2010-11-01","",""
"GERMANY","Sparkasse Osnabrueck","Wittekindstr. 17-19","Osnabrueck","NOLADE22XXX","2010-11-01","",""
"GERMANY","Sparkasse Osterode am Harz","Eisensteinstr. 8-10","Osterode am Harz","NOLADE21HZB","2010-11-01","",""
"GERMANY","Sparkasse Ostprignitz-Ruppin","Fontaneplatz 1","Neuruppin","WELADED1OPR","2010-11-01","",""
"GERMANY","Sparkasse Paderborn-Detmold-Höxter","Hathumarstrasse 15 - 19","Paderborn","WELADE3LXXX","2010-11-01","",""
"GERMANY","Sparkasse Passau","Nikolastr. 1","Passau","BYLADEM1PAS","2010-11-01","",""
"GERMANY","Sparkasse Pfaffenhofen","Sparkassenplatz 11-13","Pfaffenhofen","BYLADEM1PAF","2010-11-01","",""
"GERMANY","Sparkasse Pforzheim Calw","Poststrasse 3","Pforzheim","PZHSDE66XXX","2010-11-01","",""
"GERMANY","Sparkasse Pfullendorf-Messkirch","Bahnhofstrasse 14","Pfullendorf","SOLADES1PFD","2010-11-01","",""
"GERMANY","Sparkasse Prignitz","Rostocker Str. 4","Pritzwalk","WELADED1PRP","2010-11-01","",""
"GERMANY","Sparkasse Rastatt-Gernsbach","Kaiserstrasse 37","Rastatt","SOLADES1RAS","2010-11-01","",""
"GERMANY","Sparkasse Regen-Viechtach","Ludwigsbruecke 2","Regen","BYLADEM1REG","2010-11-01","",""
"GERMANY","Sparkasse Regensburg","Lilienthalstr. 5","Regensburg","BYLADEM1RBG","2010-11-01","",""
"GERMANY","Sparkasse Rhein-Haardt","Philipp-Fauth-Str. 9","Bad Duerkheim","MALADE51DKH","2010-11-01","",""
"GERMANY","Sparkasse Rhein-Maas","Hagsche Strasse 33","Kleve","WELADED1KLE","2010-11-01","",""
"GERMANY","Sparkasse Rhein-Nahe","Kornmarkt 5","Bad Kreuznach","MALADE51KRE","2010-11-01","",""
"GERMANY","Sparkasse Rhein-Neckar Nord","D 1, 1 - 3","Mannheim","MANSDE66XXX","2010-11-01","",""
"GERMANY","Sparkasse Rosenheim-Bad Aibling","Kufsteiner Str. 1-5","Rosenheim","BYLADEM1ROS","2010-11-01","",""
"GERMANY","Sparkasse Rotenburg Osterholz","Am Markt 10","Zeven","BRLADE21ROB","2010-11-01","",""
"GERMANY","Sparkasse Rottal-Inn","Pfarrkirchener Str. 14-16","Eggenfelden","BYLADEM1EGF","2010-11-01","",""
"GERMANY","Sparkasse Saarbruecken","Neumarkt 17","Saarbruecken","SAKSDE55XXX","2010-11-01","",""
"GERMANY","Sparkasse Salem-Heiligenberg","Schlossseeallee 30","Salem","SOLADES1SAL","2010-11-01","",""
"GERMANY","Sparkasse Schaumburg","Klosterstrasse 11","Rinteln","NOLADE21SHG","2010-11-01","",""
"GERMANY","Sparkasse Scheessel","An der Sparkasse 1","Scheessel","BRLADE21SHL","2010-11-01","",""
"GERMANY","Sparkasse Schwaben-Bodensee","St.-Josefs-Kirchplatz 6-8","Memmingen","BYLADEM1MLM","2010-11-01","",""
"GERMANY","Sparkasse Schwaebisch Hall-Crailsheim","Hafenmarkt 1","Schwaebisch Hall","SOLADES1SHA","2010-11-01","",""
"GERMANY","Sparkasse Schwarzwald-Baar","Gerberstrasse 45","Villingen-Schwenningen","SOLADES1VSS","2010-11-01","",""
"GERMANY","Sparkasse Schweinfurt-Hassberge","Marktplatz 14-15","Hassfurt","BYLADEM1KSW","2010-11-01","",""
"GERMANY","Sparkasse Schwelm-Sprockhoevel","Hauptstrasse 63","Schwelm","WELADED1SLM","2010-11-01","",""
"GERMANY","Sparkasse Siegen","Morleystr. 2","Siegen","WELADED1SIE","2010-11-01","",""
"GERMANY","Sparkasse Sonneberg","Bahnhofstrasse 61","Sonneberg","HELADEF1SON","2010-11-01","",""
"GERMANY","Sparkasse Spree-Neisse","Breitscheidplatz 3","Cottbus","WELADED1CBN","2010-11-01","",""
"GERMANY","Sparkasse St. Blasien","Menzenschwander strasse 1","St. Blasien","SOLADES1STB","2010-11-01","",""
"GERMANY","Sparkasse Stade-Altes Land","Pferdemarkt 11a","Stade","NOLADE21STS","2010-11-01","",""
"GERMANY","Sparkasse Starkenburg","An der Sparkasse","Heppenheim","HELADEF1HEP","2010-11-01","",""
"GERMANY","Sparkasse Staufen-Breisach","Muenstler strasse 2","Staufen i. Br.","SOLADES1STF","2010-11-01","",""
"GERMANY","Sparkasse Südpfalz","Marie-Curie-strasse 5","Landau","SOLADES1SUW","2010-11-01","",""
"GERMANY","Sparkasse Suedholstein","Kieler strasse 1","Neumuenster","NOLADE21SHO","2010-11-01","",""
"GERMANY","Sparkasse Suedwestpfalz","Bahnhofsstrasse 21-29","Pirmasens","MALADE51SWP","2010-11-01","",""
"GERMANY","Sparkasse Tauberfranken","Hauptstrasse 68","Tauberbischofsheim","SOLADES1TBB","2010-11-01","",""
"GERMANY","Sparkasse Trier","Theodor-Heuss-Allee 1","Trier","TRISDE55XXX","2010-11-01","",""
"GERMANY","Sparkasse Uckermark","Georg-Dreke-Ring 62","Prenzlau","WELADED1UMP","2010-11-01","",""
"GERMANY","Sparkasse Uecker-Randow","Stettiner Str. 13","Pasewalk","NOLADE21PSW","2010-11-01","",""
"GERMANY","Sparkasse Uelzen Luechow-Dannenberg","Veersser strasse 42","Uelzen","NOLADE21UEL","2010-11-01","",""
"GERMANY","Sparkasse Ulm","Neue strasse 66","Ulm","SOLADES1ULM","2010-11-01","",""
"GERMANY","Sparkasse Unstrut-Hainich","Untermarkt 18","Muehlhausen","HELADEF1MUE","2010-11-01","",""
"GERMANY","Sparkasse Vest Recklinghausen","Herzogswall 5","Recklinghausen","WELADED1REK","2010-11-01","",""
"GERMANY","Sparkasse Vogtland","Komturhof 2","Plauen","WELADED1PLX","2010-11-01","",""
"GERMANY","Sparkasse Vorderpfalz","Ludwigsstrasse 52","Ludwigshafen","LUHSDE6AXXX","2010-11-01","",""
"GERMANY","Sparkasse Vorpommern","An der Sparkasse 1","Greifswald","NOLADE21GRW","2010-11-01","",""
"GERMANY","Sparkasse Waldeck-Frankenberg","Nordwall 6-8","Korbach","HELADEF1KOR","2010-11-01","",""
"GERMANY","Sparkasse Werra-Meissner","Friedrich-Wilhelm-strasse 40-42","Eschwege","HELADEF1ESW","2010-11-01","",""
"GERMANY","Sparkasse Westerwald-Sieg","Bismarckstr. 16","Bad Marienberg","MALADE51AKI","2010-11-01","",""
"GERMANY","Sparkasse Westholstein","Dithmarscher Plaz 2","Itzehoe","NOLADE21WHO","2010-11-01","",""
"GERMANY","Sparkasse Westmuensterland","Bahnhofstrasse 1","Ahaus","WELADE3WXXX","2010-11-01","",""
"GERMANY","Sparkasse Wetzlar","Seibertstrasse 10","Wetzlar","HELADEF1WET","2010-11-01","",""
"GERMANY","Sparkasse Wiesental","Adolf-Mueller-strasse 1","Schopfheim","SOLADES1SFH","2010-11-01","",""
"GERMANY","Sparkasse Wilhelmshaven","Theaterplatz 1","Wilhelmshaven","BRLADE21WHV","2010-11-01","",""
"GERMANY","Sparkasse Witten","Ruhrstrasse 45","Witten","WELADED1WTN","2010-11-01","",""
"GERMANY","Sparkasse Wittenberg","Postfach 100265","Lutherstadt Wittenberg","NOLADE21WBL","2010-11-01","",""
"GERMANY","Sparkasse Wittgenstein","Poststrasse 15","Bad Berleburg","WELADED1BEB","2010-11-01","",""
"GERMANY","Sparkasse Wolfach","Bahnhofstrasse 4","Wolfach","SOLADES1WOF","2010-11-01","",""
"GERMANY","Sparkasse Zollernalb","Friedrichstrasse 3","Balingen","SOLADES1BAL","2010-11-01","",""
"GERMANY","Sparkasse zu Luebeck AG","Breite strasse 18-28","Luebeck","NOLADE21SPL","2010-11-01","",""
"GERMANY","Sparkasse Zwickau","Crimmitschauer Str. 2","Zwickau","WELADED1ZWI","2010-11-01","",""
"GERMANY","SPREEWALDBANK EG","Poststrasse 9-10","Luebben","GENODEF1LN1","2009-11-02","",""
"GERMANY","St. Galler Kantonalbank Deutschland AG","Prannerstr. 11","Muenchen","GAKDDEM1XXX","2014-02-03","",""
"GERMANY","Stadt- u. Kreissparkasse Darmstadt","Rheinstrasse 10-12","Darmstadt","HELADEF1DAS","2010-11-01","",""
"GERMANY","Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach","Hugenottenplatz 5","Erlangen","BYLADEM1ERH","2010-11-01","",""
"GERMANY","Stadt- und Kreissparkasse Leipzig","Humboldtstr. 25","Leipzig","WELADE8LXXX","2010-11-01","",""
"GERMANY","Stadt-Sparkasse Haan","Kaiserstrasse 37","Haan","WELADED1HAA","2010-11-01","",""
"GERMANY","Stadt-Sparkasse Solingen","Koelner Strasse 68-72","Solingen","SOLSDE33XXX","2010-11-01","",""
"GERMANY","Stadtsparkasse Augsburg","Halderstr. 1-5","Augsburg","AUGSDE77XXX","2010-11-01","",""
"GERMANY","Stadtsparkasse Bad Pyrmont","Brunnenstr. 2","Bad Pyrmont","NOLADE21PMT","2010-11-01","",""
"GERMANY","Stadtsparkasse Barsinghausen","Deisterstr. 1a","Barsinghausen","NOLADE21BAH","2010-11-01","",""
"GERMANY","Stadtsparkasse Bocholt","Markt 8","Bocholt","WELADED1BOH","2010-11-01","",""
"GERMANY","Stadtsparkasse Borken-Schwalmstadt","Europaplatz 1","Borken","HELADEF1SWA","2010-11-01","",""
"GERMANY","Stadtsparkasse Bottrop","Pferdemarkt 8","Bottrop","WELADED1BOT","2010-11-01","",""
"GERMANY","Stadtsparkasse Burgdorf","Marktstr. 59","Burgdorf","NOLADE21BUF","2010-11-01","",""
"GERMANY","Stadtsparkasse Cuxhaven","Rohdestr. 6","Cuxhaven","BRLADE21CUX","2010-11-01","",""
"GERMANY","Stadtsparkasse Dessau","Poststr. 8","Dessau-Rosslau","NOLADE21DES","2010-11-01","",""
"GERMANY","Stadtsparkasse Duesseldorf","Berliner Allee 33","Duesseldorf","DUSSDEDDXXX","2010-11-01","",""
"GERMANY","Stadtsparkasse Grebenstein","Marktstrasse 30","Grebenstein","HELADEF1GRE","2010-11-01","",""
"GERMANY","Stadtsparkasse Langenfeld","Solinger Strasse 51-55","Langenfeld","WELADED1LAF","2010-11-01","",""
"GERMANY","Stadtsparkasse Lengerich","Rathausplatz 5 - 7","Lengerich","WELADED1LEN","2010-11-01","",""
"GERMANY","Stadtsparkasse Moenchengladbach","Bismarckplatz 10","Moenchengladbach","MGLSDE33XXX","2010-11-01","",""
"GERMANY","Stadtsparkasse Muenchen","Sparkassenstrasse 2","Muenchen","SSKMDEMMXXX","2010-11-01","",""
"GERMANY","Stadtsparkasse Oberhausen","Wuerthstrasse 12","Oberhausen","WELADED1OBH","2010-11-01","",""
"GERMANY","Stadtsparkasse Rahden","Gerichtsstr. 1","Rahden","WELADED1RHD","2010-11-01","",""
"GERMANY","Stadtsparkasse Remscheid","Alleestrasse 76-88","Remscheid","WELADEDRXXX","2010-11-01","",""
"GERMANY","Stadtsparkasse Rheine","Kardinal-Galen-Ring 33","Rheine","WELADED1RHN","2010-11-01","",""
"GERMANY","Stadtsparkasse Schwedt","Dr.-Theodor-Neubauer-Str. 44","Schwedt / Oder","WELADED1UMX","2010-11-01","",""
"GERMANY","Stadtsparkasse Wedel","Gorch-Fock-strasse 2","Wedel","NOLADE21WED","2010-11-01","",""
"GERMANY","Stadtsparkasse Wermelskirchen","Telegrafenstrasse 5-9","Wermelskirchen","WELADED1WMK","2010-11-01","",""
"GERMANY","Stadtsparkasse Wuppertal","Islandufer 15","Wuppertal","WUPSDE33XXX","2010-11-01","",""
"GERMANY","Staedtische Sparkasse Offenbach","Berliner strasse 46","Offenbach/Main","HELADEF1OFF","2010-11-01","",""
"GERMANY","State Bank of India Zweigniederlassung Frankfurt am Main","Mainzer Landstrasse 61","Frankfurt/Main","SBINDEFFXXX","2010-11-01","",""
"GERMANY","State Street Bank International GmbH","Brienner Strasse 59","Muenchen","SBOSDEMXXXX","2010-11-01","",""
"GERMANY","Steyler Bank GmbH","Arnold-Janssen-Str. 22","Sankt Augustin","GENODED1STB","2009-11-02","",""
"GERMANY","Sumitomo Mitsui Banking Corporation Zweigniederlassung Duesseldorf","Prinzenallee 7","Duesseldorf","SMBCDEDDXXX","2010-11-01","",""
"GERMANY","SUTOR BANK GmBH","HERMANNSTRASSE 46","HAMBURG","MHSBDEHBXXX","2010-11-01","",""
"GERMANY","Sylter Bank eG","Bahnhofstrasse 15","Sylt / Keitum ","GENODEF1SYL","2009-11-02","",""
"GERMANY","Taunus Sparkasse","Ludwig-Erhard-Anlage 6+7","Bad Homburg","HELADEF1TSK","2010-11-01","",""
"GERMANY","TEBA KREDITBANK GMBH & CO. KG","LINDENSTRASSE 5","LANDAU","TEKRDE71XXX","2012-08-06","",""
"GERMANY","TEN31 BANK AG","Alte Landstrasse 27","Ottobrunn","WEGBDE77XXX","2016-01-04","",""
"GERMANY","TOYOTA KREDITBANK GMBH","Toyota Allee 5","Koeln","TOBADE33XXX","2011-04-04","",""
"GERMANY","Tradegate AG Wertpapierhandelsbank","Kurfuerstendamm 119","BERLIN","TRDADEB1XXX","2009-11-02","",""
"GERMANY","TRUMPF FINANCIAL SERVICES GMBH","Johan-Maus-Strasse 2","Ditzingen","TRUFDE66XXX","2014-10-06","",""
"GERMANY","UBS Europe SE","Bockenheimer Landstrasse 2-4","Frankfurt am Main","UBSWDEFFXXX","2010-11-01","",""
"GERMANY","UmweltBank AG","Laufertorgraben 6","NURNBERG","UMWEDE7NXXX","2015-01-05","",""
"GERMANY","UniCredit Bank GmbH","Arabellastraße 12","Muenchen","HYVEDEMMXXX","2009-11-02","",""
"GERMANY","Union-Bank AG","Grosse Strasse 2","Flensburg","UNBNDE21XXX","2009-11-02","",""
"GERMANY","V-BANK AG","Rosenheimer Strasse 116","MUENCHEN","VBANDEMMXXX","2013-11-04","",""
"GERMANY","VARENGOLD BANK AG","GROSSE ELBSTRASSE 14","HAMBURG","VGAGDEHHXXX","2014-01-15","",""
"GERMANY","VBU Volksbank im Unterland eG","Georg-Kohl-Str. 34","Brackenheim","GENODES1VLS","2009-11-02","",""
"GERMANY","VerbundVolksbank OWL eG","Neuer Platz 1","Paderborn","DGPBDE3MXXX","2009-11-02","",""
"GERMANY","Vereinigte Raiffeisenbank Burgstaedt eG","Goethestr. 36","Burgstaedt","GENODEF1BST","2009-11-02","",""
"GERMANY","Vereinigte Sparkasse im Maerkischen Kreis","Sparkassenplatz 1","Plettenberg","WELADED1PLB","2010-11-01","",""
"GERMANY","Vereinigte Sparkassen Eschenbach Neustadt Vohenstrauss","Sparkassenplatz","Neustadt a.d.Waldnaab","BYLADEM1ESB","2010-11-01","",""
"GERMANY","Vereinigte Sparkassen Gunzenhausen","Marktplatz 43-45","Gunzenhausen","BYLADEM1GUN","2010-11-01","",""
"GERMANY","Vereinigte Volksbank eG","Nieheimer Str 14","Brakel","GENODEM1STM","2009-11-02","",""
"GERMANY","Vereinigte Volksbank eG Bramgau Osnabrück Wittlage","An der Netter Heide 1","Osnabrueck","GENODEF1OSV","2009-11-02","",""
"GERMANY","Vereinigte Volksbank eG Ganderkesee-Hude-Bookholzberg-Lemwerder eG","Auf der Nordheide 1","Hude","GENODEF1HUD","2009-11-02","",""
"GERMANY","Vereinigte Volksbank eG Saarlouis - Losheim am See - Sulzbach/Saa","Kaiser-Friedrich-Ring 7-13","Saarlouis","GENODE51SB2","2009-11-02","",""
"GERMANY","Vereinigte Volksbank Raiffeisenbank eG","Schlossplatz 2","Simmern","GENODED1KHK","2009-11-02","",""
"GERMANY","Vereinigte Volksbank Raiffeisenbank eG","Frankfurter Str 1","Michelstadt","GENODE51MIC","2009-11-02","",""
"GERMANY","Vereinigte Volksbanken AG","Friedrich-List-Platz 1","Böblingen","GENODES1BBV","2009-11-02","",""
"GERMANY","Vereinigte VR Bank eG","Boldixumer Strasse 21","Wyk auf Föhr","GENODEF1WYK","2009-11-02","",""
"GERMANY","Vereinigte VR Bank Kur- und Rheinpfalz eG","Bahnhofstr. 19","Speyer","GENODE61SPE","2009-11-02","",""
"GERMANY","Vereinte Volksbank eG","Suedwall 23-25","Dorsten","GENODEM1KIH","2009-11-02","",""
"GERMANY","VIETNAM JOINT STOCK COMMERCIAL BANK FOR INDUSTRY AND TRADE (VietinBank), Germany Branch","Grueneburgweg 16-18","Frankfurt am Main","ICBVDEFFXXX","2012-11-01","",""
"GERMANY","Volks- und Raiffeisenbank Fuerstenwalde Seelow Wriezen eG","Eisenbahnstr. 26","Fuerstenwalde","GENODEF1FW1","2009-11-02","",""
"GERMANY","Volks- und Raiffeisenbank Muldental eG","Markt 8","Grimma","GENODEF1GMV","2009-11-02","",""
"GERMANY","Volks- und Raiffeisenbank Prignitz eG","Wittenberger Str. 13-14","Perleberg","GENODEF1PER","2009-11-02","",""
"GERMANY","Volks- und Raiffeisenbank Saale-Unstrut eG","Gotthardstr 14","Merseburg","GENODEF1NMB","2009-11-02","",""
"GERMANY","Volksbank Alb eG","Hindenburgstr. 3","Langenau","GENODES1LAI","2009-11-02","",""
"GERMANY","VOLKSBANK ALBSTADT EG","Europaplatz 1","Albstadt","GENODES1EBI","2009-11-02","",""
"GERMANY","Volksbank Allgäu-Oberschwaben eG","Bahnhofstr 2","Leutkirch","GENODES1LEU","2009-11-02","",""
"GERMANY","Volksbank Alzey-Worms eG","Marktplatz 19","Worms","GENODE61AZY","2009-11-02","",""
"GERMANY","Volksbank am Württemberg eG","Berliner Platz 1","Fellbach","GENODES1UTV","2009-11-02","",""
"GERMANY","Volksbank an der Niers eG","Am Kapellhof 1","Geldern","GENODED1GDL","2009-11-02","",""
"GERMANY","Volksbank Anroechte eG","Obere Kirchstrasse 3","Anroechte","GENODEM1ANR","2009-11-02","",""
"GERMANY","Volksbank Ascheberg-Herbern eG","Katharinenplatz 2","Ascheberg","GENODEM1CAN","2009-11-02","",""
"GERMANY","Volksbank Backnang eG","Schillerstr 18","Backnang","GENODES1VBK","2009-11-02","",""
"GERMANY","Volksbank Bad Salzuflen eG","Schlossstr. 6-8","Bad Salzuflen","GENODEM1BSU","2009-11-02","",""
"GERMANY","Volksbank Baumberge eG","Lilienbeck 8","Billerbeck","GENODEM1BAU","2009-11-02","",""
"GERMANY","Volksbank Beckum-Lippstadt eG","Kahlenstr 30-36","Lippstadt","GENODEM1LPS","2009-11-02","",""
"GERMANY","Volksbank Beilstein-Ilsfeld-Abstatt eG","Hauptstr. 20","Beilstein","GENODES1BIA","2009-11-02","",""
"GERMANY","Volksbank Berg eG","Hochstr. 38","Wipperfuerth","GENODED1RKO","2009-11-02","",""
"GERMANY","Volksbank Bocholt eG","Meckenemstr 10","Bocholt","GENODEM1BOH","2009-11-02","",""
"GERMANY","Volksbank Bochum Witten eG","Universitaetsstr 70","Bochum","GENODEM1BOC","2009-11-02","",""
"GERMANY","Volksbank Bodensee-Oberschwaben eG","Lindauer Str. 6","Tettnang","GENODES1TET","2009-11-02","",""
"GERMANY","Volksbank Boenen eG","Bahnhofstr 125","Boenen","GENODEM1BO1","2009-11-02","",""
"GERMANY","Volksbank Boerde-Bernburg eG","Rossstr. 40","Wanzleben","GENODEF1WZL","2009-11-02","",""
"GERMANY","Volksbank Boerssum-Hornburg eG","Hauptstrasse 82","Boerssum","GENODEF1BOH","2009-11-02","",""
"GERMANY","Volksbank Brandoberndorf eG","Cleeberger Strasse 6","Waldsolms","GENODE51WBO","2009-11-02","",""
"GERMANY","Volksbank Braunlage eG","Herzog-Wilhelm-Str 19","Braunlage","GENODEF1BLG","2009-11-02","",""
"GERMANY","Volksbank BRAWO eG","Am Muehlengraben 1","Wolfsburg","GENODEF1WOB","2009-11-02","",""
"GERMANY","Volksbank Breisgau Nord eG","Marktplatz 2","Emmendingen","GENODE61EMM","2009-11-02","",""
"GERMANY","Volksbank Breisgau-Markgräflerland eG","Max-Immelmann-Allee 15","Eschbach","GENODE61IHR","2009-11-02","",""
"GERMANY","Volksbank Bremen-Nord eG","Gerh.-Rohlfs-Str 29/Am Sedanplatz 1","Bremen","GENODEF1HB2","2009-11-02","",""
"GERMANY","Volksbank Brenztal eG","Marktstr. 35","Giengen","GENODES1RNS","2009-11-02","",""
"GERMANY","Volksbank Buehl eG","Friedrichstr 4","Buehl","GENODE61BHL","2009-11-02","",""
"GERMANY","Volksbank Butzbach eG","Weiseler Str. 48","Butzbach","GENODE51BUT","2009-11-02","",""
"GERMANY","Volksbank Chemnitz eG","Innere Klosterstr. 15","Chemnitz","GENODEF1CH1","2009-11-02","",""
"GERMANY","Volksbank Daaden eG","Lamprechtstr 52-54","Daaden","GENODE51DAA","2009-11-02","",""
"GERMANY","Volksbank Dammer Berge eG","Muehlenstr. 8","Damme","GENODEF1DAM","2009-11-02","",""
"GERMANY","Volksbank Darmsatd Mainz eG","Neubrunnenstr. 2","Mainz","MVBMDE55XXX","2009-11-02","",""
"GERMANY","Volksbank Deisslingen eG","Stauffenbergstr 43","Deisslingen","GENODES1VDL","2009-11-02","",""
